rowid,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
623,1599,Arkady Rossovich (Earth-616),\/Arkady_Rossovich_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Blond Hair,Male Characters,,Deceased Characters,62,Jan-92,1992
624,16538,Karima Shapandar (Earth-616),\/Karima_Shapandar_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,62,Jun-00,2000
625,286426,Norah Winters (Earth-616),\/Norah_Winters_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,62,Dec-08,2008
626,318208,Brandon Sharpe (Earth-616),\/Brandon_Sharpe_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,62,Aug-10,2010
627,1556,Plan Chu (Earth-616),\/Plan_Chu_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,61,Oct-56,1956
628,7993,William Connors (Earth-616),\/William_Connors_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,61,Nov-63,1963
629,2176,Modred (Earth-616),\/Modred_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Silver Hair,Male Characters,,Living Characters,61,Oct-75,1975
630,10108,James Darnell (Earth-616),\/James_Darnell_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,61,Dec-80,1980
631,57175,Carnage (Symbiote) (Earth-616),\/Carnage_(Symbiote)_(Earth-616),Public Identity,Bad Characters,White Eyes,No Hair,Agender Characters,,Living Characters,61,Mar-92,1992
632,89976,Venus (Siren) (Earth-616),\/Venus_(Siren)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,61,Oct-06,2006
633,17520,Lance Temple (Outlaw Kid) (Earth-616),\/Lance_Temple_(Outlaw_Kid)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,60,Sep-54,1954
634,1855,Impossible Man (Earth-616),\/Impossible_Man_(Earth-616),No Dual Identity,Neutral Characters,Purple Eyes,No Hair,Male Characters,,Living Characters,60,Feb-63,1963
635,2234,Robert Hunter (Earth-616),\/Robert_Hunter_(Earth-616),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,60,Sep-74,1974
636,1602,Onslaught (Psychic Entity) (Earth-616),\/Onslaught_(Psychic_Entity)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,60,May-96,1996
637,1864,Irene Merryweather (Earth-616),\/Irene_Merryweather_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,60,Nov-97,1997
638,425350,E.V.A. (Earth-616),\/E.V.A._(Earth-616),Secret Identity,Good Characters,,No Hair,Female Characters,,Living Characters,60,Sep-02,2002
639,392307,Mik (Moloid) (Earth-616),\/Mik_(Moloid)_(Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,,Living Characters,60,Mar-10,2010
640,1944,Kro (Earth-616),\/Kro_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,59,Aug-40,1940
641,405871,Toni Turner (Earth-616),\/Toni_Turner_(Earth-616),Public Identity,,Black Eyes,Black Hair,Female Characters,,Living Characters,59,Jan-62,1962
642,1714,Melvin Potter (Earth-616),\/Melvin_Potter_(Earth-616),Public Identity,,Blue Eyes,Bald,Male Characters,,Living Characters,59,Jul-66,1966
643,2677,Billy Russo (Earth-616),\/Billy_Russo_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,59,Oct-76,1976
644,2585,Anath-Na Mut (Earth-616),\/Anath-Na_Mut_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,59,Feb-77,1977
645,4323,Gilgamesh (Earth-616),\/Gilgamesh_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,59,Jul-77,1977
646,19544,Rebecca Blake (Earth-616),\/Rebecca_Blake_(Earth-616),Public Identity,Neutral Characters,,Auburn Hair,Female Characters,,Living Characters,59,Nov-78,1978
647,16581,Biotron (Earth-616),\/Biotron_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,59,Jan-79,1979
648,2373,Ruth Bat-Seraph (Earth-616),\/Ruth_Bat-Seraph_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,59,Aug-80,1980
649,9818,Sofia Mantega (Earth-616),\/Sofia_Mantega_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,59,Jul-03,2003
650,21524,Nezhno Abidemi (Earth-616),\/Nezhno_Abidemi_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Bald,Male Characters,,Living Characters,59,Apr-06,2006
651,20944,Thomas Shepherd (Earth-616),\/Thomas_Shepherd_(Earth-616),Secret Identity,Good Characters,Green Eyes,White Hair,Male Characters,,Living Characters,59,Mar-06,2006
652,318002,Ken Mack (Earth-616),\/Ken_Mack_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,59,Aug-10,2010
653,392313,Turg (Moloid) (Earth-616),\/Turg_(Moloid)_(Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,,Living Characters,59,Mar-10,2010
654,45115,Ivan Petrovitch (Earth-616),\/Ivan_Petrovitch_(Earth-616),Public Identity,,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,58,Aug-70,1970
655,42233,Robert Diamond (Earth-616),\/Robert_Diamond_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,58,Apr-74,1974
656,18638,Debra Whitman (Earth-616),\/Debra_Whitman_(Earth-616),No Dual Identity,,Green Eyes,Blond Hair,Female Characters,,Living Characters,58,Sep-79,1979
657,2069,Cassandra Webb (Earth-616),\/Cassandra_Webb_(Earth-616),Public Identity,Good Characters,Grey Eyes,Black Hair,Female Characters,,Deceased Characters,58,Nov-80,1980
658,27010,Claudette and Nicole St. Croix (Earth-616),\/Claudette_and_Nicole_St._Croix_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,58,Sep-94,1994
659,7196,Greg Willis (Earth-616),\/Greg_Willis_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,58,Aug-05,2005
660,392309,Korr (Moloid) (Earth-616),\/Korr_(Moloid)_(Earth-616),Secret Identity,Good Characters,,No Hair,,,Living Characters,58,Mar-10,2010
661,8096,Daniel Brito (Earth-616),\/Daniel_Brito_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,57,Mar-64,1964
662,8189,Jackson Brice (Earth-616),\/Jackson_Brice_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,57,Mar-64,1964
663,1784,Quincy Harker (Earth-616),\/Quincy_Harker_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,57,Mar-73,1973
664,1459,Duvid Fortunov (Earth-616),\/Duvid_Fortunov_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,57,Aug-75,1975
665,1094,Philippa Sontag (Earth-616),\/Philippa_Sontag_(Earth-616),Secret Identity,Bad Characters,Violet Eyes,Black Hair,Female Characters,,Living Characters,57,Oct-86,1986
666,347765,Laurie Tromette (Earth-616),\/Laurie_Tromette_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,57,Sep-10,2010
667,441087,Max Modell (Earth-616),\/Max_Modell_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Homosexual Characters,Living Characters,57,Jan-11,2011
668,59017,Arthur Pendragon (Earth-616),\/Arthur_Pendragon_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,56,Mar-44,1944
669,2655,Hera Argeia (Earth-616),\/Hera_Argeia_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,56,Apr-49,1949
670,1451,Johann Fennhoff (Earth-616),\/Johann_Fennhoff_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,56,Nov-68,1968
671,57395,Mesmero (Vincent) (Earth-616),\/Mesmero_(Vincent)_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,56,Oct-68,1968
672,27334,Martha Robertson (Earth-616),\/Martha_Robertson_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,56,Jan-69,1969
673,1233,James Braddock Jr. (Earth-616),\/James_Braddock_Jr._(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,56,Dec-76,1976
674,1817,Ayesha (Earth-616),\/Ayesha_(Earth-616),Secret Identity,,White Eyes,Blond Hair,Female Characters,,Living Characters,56,Nov-77,1977
675,2209,Nebula (Earth-616),\/Nebula_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Female Characters,,Living Characters,56,Jul-85,1985
676,3923,Blackout (Lilin) (Earth-616),\/Blackout_(Lilin)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,White Hair,Male Characters,,Living Characters,56,Jun-90,1990
677,5562,Garrison Kane (Earth-616),\/Garrison_Kane_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,56,Sep-91,1991
678,19283,Phyla-Vell (Earth-616),\/Phyla-Vell_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Homosexual Characters,Deceased Characters,56,Jan-04,2004
679,497468,Vil (Earth-616),\/Vil_(Earth-616),Secret Identity,Neutral Characters,,No Hair,Female Characters,,Living Characters,56,Apr-10,2010
680,1338,Eliot Franklin (Clown) (Earth-616),\/Eliot_Franklin_(Clown)_(Earth-616),Public Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,55,Sep-62,1962
681,14945,Psycho-Man (Earth-616),\/Psycho-Man_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,,Male Characters,,Living Characters,55,Nov-67,1967
682,37671,Humanoid Experimental Robot B-Type Integrated Electronics (Earth-616),\/Humanoid_Experimental_Robot_B-Type_Integrated_Electronics_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,55,Aug-79,1979
683,1110,Cleo Nefertiti (Earth-616),\/Cleo_Nefertiti_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,55,Sep-85,1985
684,13066,Fen (Earth-616),\/Fen_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Auburn Hair,Female Characters,,Living Characters,55,,
685,7992,Martha Connors (Earth-616),\/Martha_Connors_(Earth-616),Public Identity,,Blue Eyes,Red Hair,Female Characters,,Deceased Characters,54,Nov-63,1963
686,8016,Stan Lee (Earth-616),\/Stan_Lee_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,54,Jan-63,1963
687,2646,Athena Parthenos (Earth-616),\/Athena_Parthenos_(Earth-616),No Dual Identity,Neutral Characters,,Black Hair,Female Characters,,Deceased Characters,54,May-69,1969
688,2441,Hector Ayala (Earth-616),\/Hector_Ayala_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,54,Dec-75,1975
689,18762,Blake Tower (Earth-616),\/Blake_Tower_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,54,Jan-76,1976
690,3816,Dimitri Bukharin (Earth-616),\/Dimitri_Bukharin_(Earth-616),Secret Identity,,Brown Eyes,Bald,Male Characters,,Living Characters,54,Apr-78,1978
691,1292,Captain Universe (Earth-616),\/Captain_Universe_(Earth-616),Secret Identity,Good Characters,Variable Eyes,Variable Hair,Agender Characters,,Living Characters,54,Aug-79,1979
692,107958,Mister Negative (Earth-616),\/Mister_Negative_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,54,Jun-07,2007
693,1999,William Lumpkin (Earth-616),\/William_Lumpkin_(Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,53,Feb-63,1963
694,1500,Ego (Earth-616),\/Ego_(Earth-616),No Dual Identity,,,No Hair,Male Characters,,Living Characters,53,Sep-66,1966
695,11801,Bova Ayrshire (Earth-616),\/Bova_Ayrshire_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,53,Aug-74,1974
696,2525,Seth (Earth-616),\/Seth_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,53,Oct-75,1975
697,1581,Brian Falsworth (Earth-616),\/Brian_Falsworth_(Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,Homosexual Characters,Deceased Characters,53,Jul-77,1977
698,2394,Nikolai Krylenko (Earth-616),\/Nikolai_Krylenko_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,53,Apr-78,1978
699,95510,Valinor (Earth-616),\/Valinor_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,53,Mar-79,1979
700,10107,Ann Darnell (Earth-616),\/Ann_Darnell_(Earth-616),Secret Identity,,Green Eyes,Brown Hair,Female Characters,,Living Characters,53,Dec-80,1980
701,4855,Alexander Pierce (Earth-616),\/Alexander_Pierce_(Earth-616),,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,53,Aug-88,1988
702,43757,Kayla Ballantine (Earth-616),\/Kayla_Ballantine_(Earth-616),Public Identity,Good Characters,,Strawberry Blond Hair,Female Characters,,Living Characters,53,Nov-89,1989
703,1358,Vanessa Carlysle (Earth-616),\/Vanessa_Carlysle_(Earth-616),Secret Identity,Neutral Characters,Red Eyes,White Hair,Female Characters,,Living Characters,53,Feb-91,1991
704,5834,Donyell Taylor (Earth-616),\/Donyell_Taylor_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,53,Oct-93,1993
705,19503,Ken Ellis (Earth-616),\/Ken_Ellis_(Earth-616),Public Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,53,Nov-94,1994
706,399184,Teon Macik (Earth-616),\/Teon_Macik_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,53,Dec-10,2010
707,497467,Wu (Earth-616),\/Wu_(Earth-616),Secret Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,53,Apr-10,2010
708,563846,Eva Bell (Earth-616),\/Eva_Bell_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,53,Jan-13,2013
709,1552,Zuras (Earth-616),\/Zuras_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,52,Aug-40,1940
710,44540,Kevin Marlow (Earth-616),\/Kevin_Marlow_(Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,52,Oct-41,1941
711,1737,Steven Rogers (William Burnside) (Earth-616),\/Steven_Rogers_(William_Burnside)_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,52,Dec-53,1953
712,2583,Space Phantom (Earth-616),\/Space_Phantom_(Earth-616),,,Black Eyes,Brown Hair,Male Characters,,Living Characters,52,Nov-63,1963
713,5466,Tana Nile (Earth-616),\/Tana_Nile_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,52,Jun-66,1966
714,7419,Turk Barrett (Earth-616),\/Turk_Barrett_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,52,Oct-70,1970
715,79028,Xandarian Worldmind (Earth-616),\/Xandarian_Worldmind_(Earth-616),Public Identity,Good Characters,,,,,Living Characters,52,Apr-77,1977
716,386915,Argon (Microverse) (Earth-616),\/Argon_(Microverse)_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,52,Jan-79,1979
717,17184,Fabian Stankowicz (Earth-616),\/Fabian_Stankowicz_(Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,52,Mar-82,1982
718,2118,Masque (Morlock) (Earth-616),\/Masque_(Morlock)_(Earth-616),Secret Identity,,Red Eyes,Bald,Male Characters,,Living Characters,52,May-83,1983
719,1511,Manuel de la Rocha (Earth-616),\/Manuel_de_la_Rocha_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,52,Jun-84,1984
720,1797,Kodiak Noatak (Earth-616),\/Kodiak_Noatak_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,52,Oct-86,1986
721,1367,Graydon Creed (Earth-616),\/Graydon_Creed_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,52,Jan-93,1993
722,1897,Max Eisenhardt (Joseph) (Earth-616),\/Max_Eisenhardt_(Joseph)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,52,Dec-95,1995
723,2493,Seward Trainer (Earth-616),\/Seward_Trainer_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,52,Jan-95,1995
724,240407,Tex Dawson (Earth-616),\/Tex_Dawson_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,51,Dec-54,1954
725,1582,Gunther Bain (Earth-616),\/Gunther_Bain_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,51,Nov-64,1964
726,37414,Jeryn Hogarth (Earth-616),\/Jeryn_Hogarth_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,51,Aug-77,1977
727,5442,Robert Farrell (Earth-616),\/Robert_Farrell_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,51,Sep-77,1977
728,1536,Maximillian Zaran (Earth-616),\/Maximillian_Zaran_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,51,Jun-79,1979
729,9519,Chons (Earth-616),\/Chons_(Earth-616),Public Identity,Neutral Characters,Variable Eyes,,Male Characters,,Living Characters,51,Nov-80,1980
730,1584,Mikhail Ursus (Earth-616),\/Mikhail_Ursus_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,51,Apr-81,1981
731,7230,Joshua Guthrie (Earth-616),\/Joshua_Guthrie_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,51,Nov-84,1984
732,1106,Antonio Rodriguez (Earth-616),\/Antonio_Rodriguez_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,No Hair,Male Characters,,Living Characters,51,Aug-85,1985
733,5585,Jack Hammer (Earth-616),\/Jack_Hammer_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,51,Aug-93,1993
734,2468,Neal Shaara (Earth-616),\/Neal_Shaara_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,51,May-00,2000
735,259954,"John Jonah Jameson, Sr. (Earth-616)","\/John_Jonah_Jameson,_Sr._(Earth-616)",No Dual Identity,Good Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,51,Jan-09,2009
736,282579,Terry Vance (Earth-616),\/Terry_Vance_(Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Male Characters,,Living Characters,50,Aug-40,1940
737,11081,Aphrodite Ourania (Earth-616),\/Aphrodite_Ourania_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,50,Aug-48,1948
738,4373,M-11 (Earth-616),\/M-11_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,50,May-54,1954
739,1185,Sir Percy of Scandia (Earth-616),\/Sir_Percy_of_Scandia_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,50,May-55,1955
740,286732,Deborah Harris (Earth-616),\/Deborah_Harris_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,50,Oct-65,1965
741,2035,Llyra Morris (Earth-616),\/Llyra_Morris_(Earth-616),No Dual Identity,Bad Characters,Green Eyes,Green Hair,Female Characters,,Living Characters,50,Dec-70,1970
742,1919,Robert Kelly (Earth-616),\/Robert_Kelly_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,50,May-80,1980
743,27207,Susan Austin (Earth-616),\/Susan_Austin_(Earth-616),Public Identity,Good Characters,,Strawberry Blond Hair,Female Characters,,Living Characters,50,Jun-88,1988
744,7661,Amelia Voght (Earth-616),\/Amelia_Voght_(Earth-616),No Dual Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,50,May-93,1993
745,2330,Marshall Stone III (Earth-616),\/Marshall_Stone_III_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,50,Mar-93,1993
746,19486,Alexei Kravinoff (Earth-616),\/Alexei_Kravinoff_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,50,Feb-97,1997
747,2169,Guy Smith (Earth-616),\/Guy_Smith_(Earth-616),Secret Identity,Good Characters,Purple Eyes,White Hair,Male Characters,,Deceased Characters,50,Aug-01,2001
748,1067,Tike Alicar (Earth-616),\/Tike_Alicar_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,50,Jul-01,2001
749,257530,Eden Fesi (Earth-616),\/Eden_Fesi_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,50,Jul-09,2009
750,282450,Raymond Dawson (Earth-616),\/Raymond_Dawson_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,49,Sep-40,1940
751,259922,Henry Tinkelbaum (Earth-616),\/Henry_Tinkelbaum_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,49,Jun-41,1941
752,579982,Cookie Novak (Earth-616),\/Cookie_Novak_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,49,Nov-51,1951
753,579980,Hank Kelly (Earth-616),\/Hank_Kelly_(Earth-616),Public Identity,Good Characters,,Red Hair,,,Living Characters,49,Nov-51,1951
754,66891,Robert Rider (Earth-616),\/Robert_Rider_(Earth-616),Public Identity,,,Brown Hair,Male Characters,,Living Characters,49,Sep-76,1976
755,7315,Tania Belinskaya (Earth-616),\/Tania_Belinskaya_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,49,May-76,1976
756,10303,William Nasland (Earth-616),\/William_Nasland_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,49,Mar-77,1977
757,1229,Roger Bochs (Earth-616),\/Roger_Bochs_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,49,Aug-83,1983
758,27290,Marcus Stone (Earth-616),\/Marcus_Stone_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,49,Jun-89,1989
759,2628,Deidre Wentworth (Earth-616),\/Deidre_Wentworth_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Homosexual Characters,Living Characters,49,Jul-91,1991
760,1363,Fabian Cortez (Earth-616),\/Fabian_Cortez_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,49,Oct-91,1991
761,4045,Sharra Neramani (Earth-616),\/Sharra_Neramani_(Earth-616),Secret Identity,,Yellow Eyes,Purple Hair,Female Characters,,Deceased Characters,49,Jun-93,1993
762,68682,Rumiko Fujikawa (Earth-616),\/Rumiko_Fujikawa_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,49,May-98,1998
763,351565,Gabriel Cohuelo (Earth-616),\/Gabriel_Cohuelo_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,49,Oct-10,2010
764,521850,Phillip Coulson (Earth-616),\/Phillip_Coulson_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,49,Jan-12,2012
765,563845,Christopher Muse (Earth-616),\/Christopher_Muse_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,49,Jan-13,2013
766,441707,Doctor Watson (Earth-616),\/Doctor_Watson_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,48,Aug-40,1940
767,50879,Abraham Erskine (Earth-616),\/Abraham_Erskine_(Earth-616),Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,48,Mar-41,1941
768,1577,Umar (Earth-616),\/Umar_(Earth-616),Public Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,48,Nov-66,1966
769,18102,Satannish (Earth-616),\/Satannish_(Earth-616),Secret Identity,Bad Characters,Multiple Eyes,,Male Characters,,Deceased Characters,48,Nov-68,1968
770,19170,Sha Shan (Earth-616),\/Sha_Shan_(Earth-616),Public Identity,Good Characters,Grey Eyes,Black Hair,Female Characters,,Living Characters,48,May-72,1972
771,12979,Blood Brothers (Earth-616),\/Blood_Brothers_(Earth-616),,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,48,Feb-73,1973
772,2214,Nekra Sinclair (Earth-616),\/Nekra_Sinclair_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,48,Aug-73,1973
773,19650,Abraham Brown (Earth-616),\/Abraham_Brown_(Earth-616),Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,48,Apr-74,1974
774,31421,Mamie Muggins (Earth-616),\/Mamie_Muggins_(Earth-616),Public Identity,,,Grey Hair,Female Characters,,Living Characters,48,Dec-74,1974
775,1858,In-Betweener (Earth-616),\/In-Betweener_(Earth-616),No Dual Identity,Neutral Characters,Black Eyes,No Hair,Male Characters,,Living Characters,48,Oct-75,1975
776,1432,Eric Payne (Earth-616),\/Eric_Payne_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,48,Apr-77,1977
777,2145,Mentor (Imperial Guard) (Earth-616),\/Mentor_(Imperial_Guard)_(Earth-616),Public Identity,Neutral Characters,White Eyes,No Hair,Male Characters,,Living Characters,48,Oct-77,1977
778,2607,Starbolt (Earth-616),\/Starbolt_(Earth-616),Secret Identity,Neutral Characters,Yellow Eyes,No Hair,Male Characters,,Deceased Characters,48,Oct-77,1977
779,2104,Manta (Earth-616),\/Manta_(Earth-616),Public Identity,Neutral Characters,White Eyes,No Hair,Female Characters,,Living Characters,48,Sep-80,1980
